Time,Hips.X,Hips.Y,Hips.Z,LowerBack.X,LowerBack.Y,LowerBack.Z,Spine.X,Spine.Y,Spine.Z,Spine1.X,Spine1.Y,Spine1.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightHand.X,RightHand.Y,RightHand.Z,RThumb.X,RThumb.Y,RThumb.Z,RThumbEnd.X,RThumbEnd.Y,RThumbEnd.Z,RightFingerBase.X,RightFingerBase.Y,RightFingerBase.Z,RightHandIndex1.X,RightHandIndex1.Y,RightHandIndex1.Z,RightHandIndex1End.X,RightHandIndex1End.Y,RightHandIndex1End.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftHand.X,LeftHand.Y,LeftHand.Z,LThumb.X,LThumb.Y,LThumb.Z,LThumbEnd.X,LThumbEnd.Y,LThumbEnd.Z,LeftFingerBase.X,LeftFingerBase.Y,LeftFingerBase.Z,LeftHandIndex1.X,LeftHandIndex1.Y,LeftHandIndex1.Z,LeftHandIndex1End.X,LeftHandIndex1End.Y,LeftHandIndex1End.Z,Neck.X,Neck.Y,Neck.Z,Neck1.X,Neck1.Y,Neck1.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z,RHipJoint.X,RHipJoint.Y,RHipJoint.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,RightToeBase.X,RightToeBase.Y,RightToeBase.Z,RightToeBaseEnd.X,RightToeBaseEnd.Y,RightToeBaseEnd.Z,LHipJoint.X,LHipJoint.Y,LHipJoint.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftToeBase.X,LeftToeBase.Y,LeftToeBase.Z,LeftToeBaseEnd.X,LeftToeBaseEnd.Y,LeftToeBaseEnd.Z
0.0,5.6648,16.893,-6.1272,5.6648,16.893,-6.1272,5.707739999999999,19.03938,-6.43883,5.70374,21.21154,-6.423970000000001,5.70374,21.21154,-6.423970000000001,2.06555,22.042479999999998,-6.560910000000001,-3.12325662659208,21.313240785589446,-6.560910000000001,-6.569805418401616,20.828859941546014,-6.560910000000001,-6.569805418401616,20.828859941546014,-6.560910000000001,-7.071316779135097,20.758377116295797,-6.05447,-6.569805418401616,20.828859941546014,-6.560910000000001,-7.182494175212713,20.74275215225101,-6.560910000000001,-7.676459693262383,20.673329826030113,-6.560910000000001,5.70374,21.21154,-6.423970000000001,9.4407,22.13212,-6.40664,14.617534285640994,21.40456338838006,-6.40664,18.036444695651955,20.92406686558442,-6.40664,18.036444695651955,20.92406686558442,-6.40664,18.483976543958335,20.86117036606754,-5.95471,18.036444695651955,20.92406686558442,-6.40664,18.58319150176555,20.847226613082352,-6.40664,19.023989527204485,20.785276490652,-6.40664,5.70374,21.21154,-6.423970000000001,5.74243,22.950222997786817,-6.7673582630595455,5.73483,24.715188468384408,-6.803147575685272,5.72882,26.49185822119051,-6.3801446051709805,5.6648,16.893,-6.1272,4.20791,15.179670000000002,-5.23729,4.328695833079579,8.260068811591289,-5.23729,4.466375420545694,0.37243552414725567,-5.23729,4.47593403075617,-0.1752243088429356,-2.8625,4.47593403075617,-0.1752243088429356,-1.6413699999999998,5.6648,16.893,-6.1272,7.19457,15.179680000000001,-5.23729,7.0802903705019675,8.632835539652575,-5.23729,6.9433346279024075,0.786656203149426,-5.23729,6.932853509326981,0.18625383060797118,-2.71019,6.932853509326981,0.18625383060797118,-1.4109999999999998
0.0083333,5.6648,16.893,-6.1272,5.6648,16.893,-6.1272,6.075007427065397,19.023137023956508,-6.139460948173297,6.04693518851077,21.193676242202343,-6.220004952787532,6.04693518851077,21.193676242202343,-6.220004952787532,6.338980076113043,21.97899346974539,-9.859184387639498,6.4619527476621625,17.323206913886136,-12.260024513164787,4.094833032089355,15.495503463718597,-14.040352496091579,4.094833032089355,15.495503463718597,-14.040352496091579,3.5511442434534715,15.145582441245418,-14.348444570548178,4.094833032089355,15.495503463718597,-14.040352496091579,3.7771385972351417,15.342860057226392,-14.548852545862587,3.508417677466737,15.166266277132072,-14.93019897171554,6.04693518851077,21.193676242202343,-6.220004952787532,5.775035807829649,22.165018353945598,-2.505815520941147,5.092011417703382,17.52639238441477,-0.19376477725344632,2.3999632974809235,16.03632258280819,1.372247420926011,2.3999632974809235,16.03632258280819,1.372247420926011,1.907752554816984,15.739335405173934,1.6515477090158246,2.3999632974809235,16.03632258280819,1.372247420926011,2.1730842144270937,15.807580557495585,1.820621664085162,1.9636340741975404,15.589409823205036,2.1472298182346616,6.04693518851077,21.193676242202343,-6.220004952787532,5.84774448908404,22.952508781063244,-6.316245004772212,6.107704130546739,24.695884137980308,-6.413739091797492,6.2938943082908905,26.510678386006333,-6.499634951670058,5.6648,16.893,-6.1272,4.740214601376728,15.236516168235044,-7.6275903241669925,3.736219933577889,8.452781472827395,-8.559474498007285,6.528855157560402,1.1578997766387022,-9.663831365321156,4.194458521671981,1.0202667312349178,-10.350344070932426,3.016612901701487,1.1499974955309336,-10.645315427527427,5.6648,16.893,-6.1272,4.60415895121674,15.236844350851214,-4.644030921698908,4.5634692201419025,8.700239352816821,-4.262754555847511,6.283896201691137,1.0488765054503242,-3.983354063548313,3.9784925127479225,0.5474117233429185,-2.8968577791032217,2.788835781966932,0.655255450841467,-2.3859945396284044
0.0166666,5.6633,16.8918,-6.1221,5.6633,16.8918,-6.1221,6.072373613963579,19.022160419491662,-6.133390098408885,6.04373874650133,21.192789755929567,-6.211263157682081,6.04373874650133,21.192789755929567,-6.211263157682081,6.337159259138689,21.981662167246075,-9.849562904092114,6.453316513040859,17.31181828171701,-12.22328774432796,4.064892689080509,15.481147955035489,-13.971830328466647,4.064892689080509,15.481147955035489,-13.971830328466647,3.516790136460017,15.129645623349967,-14.27014668710382,4.064892689080509,15.481147955035489,-13.971830328466647,3.7418242146928344,15.323129047455737,-14.475277296680899,3.4687907077862232,15.142653401852291,-14.851711404926016,6.04373874650133,21.192789755929567,-6.211263157682081,5.770266041841054,22.160505053380916,-2.49624260729687,5.096266817280419,17.497116295787983,-0.23184816618297965,2.3865888149963648,16.007123019804922,1.3035314160582219,2.3865888149963648,16.007123019804922,1.3035314160582219,1.8892777897657977,15.710563142725865,1.5741149212668297,2.3865888149963648,16.007123019804922,1.3035314160582219,2.15262730027913,15.776367531725555,1.7472096877286634,1.937781230041074,15.55694298985182,2.0694436918728036,6.04373874650133,21.192789755929567,-6.211263157682081,5.844111656606139,22.951627111998413,-6.306505805570164,6.108642428484503,24.69430183179785,-6.404230106546881,6.301252187313953,26.50839931790233,-6.4906872370398325,5.6633,16.8918,-6.1221,4.740354861116448,15.232160665838363,-7.620011052170568,3.725946296111006,8.447557315203081,-8.534123989335404,6.514080172568257,1.1532274392256534,-9.653398617554322,4.169533303246392,1.009258707993765,-10.303031733844216,2.9883638394302503,1.1599636637867274,-10.573744110635026,5.6633,16.8918,-6.1221,4.603325749387406,15.237396476422326,-4.636500776584731,4.569678160604401,8.700320893396793,-4.2626787824745955,6.286630660864848,1.0481362525811884,-3.9844138175308186,3.981448792718012,0.5473633381303213,-2.897128061292171,2.792050169188969,0.6567103385722166,-2.3859834594997045
0.0249999,5.6593,16.8931,-6.1214,5.6593,16.8931,-6.1214,6.068929692024602,19.023368256308242,-6.12945459355114,6.040378488755424,21.19408119716619,-6.2049929439680325,6.040378488755424,21.19408119716619,-6.2049929439680325,6.3371218801984535,21.9853745001957,-9.842497389534461,6.447712558297252,17.30011352379668,-12.185914408536867,4.038783157402333,15.462676442731206,-13.898867265748542,4.038783157402333,15.462676442731206,-13.898867265748542,3.4909993248702453,15.105567264599422,-14.191046756662088,4.038783157402333,15.462676442731206,-13.898867265748542,3.714657249534023,15.297330791743367,-14.39927237728114,3.4410612551184467,15.11126816792807,-14.77256492242331,6.040378488755424,21.19408119716619,-6.2049929439680325,5.76288346677846,22.159333342114053,-2.489629877408917,5.101270624417015,17.470244678678363,-0.27520719929136606,2.375172984876188,15.975806222496612,1.2264154765080637,2.375172984876188,15.975806222496612,1.2264154765080637,1.8739823357837406,15.678057469230296,1.488398420591541,2.375172984876188,15.975806222496612,1.2264154765080637,2.1351412727662806,15.74226278588088,1.665367335822158,1.9158209393633974,15.520879097827526,1.9832172546831557,6.040378488755424,21.19408119716619,-6.2049929439680325,5.840082398128166,22.952950959991604,-6.298211051639852,6.109448178606101,24.694896849740697,-6.3957217730696,6.308864325520267,26.50822816703956,-6.482818143562669,5.6593,16.8931,-6.1214,4.73761020784144,15.234997706660193,-7.621784177786471,3.7167207561155218,8.448182944009037,-8.5119526612294,6.505913959281289,1.1563449193335096,-9.644743040474378,4.1506079396328435,1.0060515748794703,-10.25268684397978,2.9653518049904006,1.1633512020834988,-10.500846468967266,5.6593,16.8931,-6.1214,4.59781400326438,15.237335582273671,-4.6383985990817225,4.569843068860635,8.699991455632365,-4.2688290949326175,6.289491390124816,1.0485709821613742,-3.9862314209820964,3.983040934068335,0.5523856856411673,-2.8995328804134584,2.793459813559167,0.6617693254449064,-2.3888209917996934
0.0333332,5.6579,16.8929,-6.1155,5.6579,16.8929,-6.1155,6.066311272938292,19.023399332459572,-6.124276754881268,6.036551621635237,21.194107524870468,-6.199484412433865,6.036551621635237,21.194107524870468,-6.199484412433865,6.334881231886378,21.98843347449839,-9.836198046017778,6.4417860047473186,17.286108934412848,-12.145357921221063,4.017750688247121,15.437224800950371,-13.824346790091397,4.017750688247121,15.437224800950371,-13.824346790091397,3.466387307088994,15.077544375946617,-14.10646619918442,4.017750688247121,15.437224800950371,-13.824346790091397,3.688715870108492,15.265631328850395,-14.319416313375909,3.411283758806041,15.075007843051921,-14.687540616676172,6.036551621635237,21.194107524870468,-6.199484412433865,5.757121645151145,22.156266021970378,-2.4834639843952164,5.108542623505826,17.4407149173646,-0.32201195470942734,2.3706839497622654,15.935089627705851,1.146677144401465,2.3706839497622654,15.935089627705851,1.146677144401465,1.8642340978339869,15.63692809859556,1.397853775162444,2.3706839497622654,15.935089627705851,1.146677144401465,2.122443162870611,15.69920398593048,1.5797717877851405,1.8970486663695785,15.476250349227618,1.892229326865276,6.036551621635237,21.194107524870468,-6.199484412433865,5.836278846360655,22.95307681183693,-6.290856427255194,6.110623185452143,24.69423075271354,-6.388631092063107,6.316760510290501,26.506759945164983,-6.476769469174367,5.6579,16.8929,-6.1155,4.735157437576906,15.234943317046973,-7.615397919874635,3.711902461200263,8.446468932101798,-8.490060484732453,6.503185143872689,1.1575922118783355,-9.63667798363846,4.1394955723315245,1.001506887143804,-10.209617059448501,2.9510729025808633,1.1632412816235345,-10.439077340466776,5.6579,16.8929,-6.1155,4.5972283215891245,15.237127295941153,-4.631925321559205,4.569468312392191,8.699402207933353,-4.2691412573794505,6.296384602235342,1.0495874089854116,-3.9873954043995177,3.9882533930398423,0.5580172775089864,-2.9021689765154703,2.798299629896378,0.6653971266648551,-2.3919001594435563
0.0416665,5.655,16.8923,-6.1136,5.655,16.8923,-6.1136,6.063679720533578,19.022754727404248,-6.12050980502554,6.033416460716552,21.19350814953373,-6.194195628752982,6.033416460716552,21.19350814953373,-6.194195628752982,6.335284305090564,21.99051694788126,-9.830030210137236,6.431858325638281,17.271784560468983,-12.105934899385378,3.9962557576127455,15.404301452698478,-13.747175390361406,3.9962557576127455,15.404301452698478,-13.747175390361406,3.4447541609324435,15.038434778590096,-14.020946303418196,3.9962557576127455,15.404301452698478,-13.747175390361406,3.6653006887872976,15.224061457027393,-14.237873210286489,3.38666980550248,15.026900016765609,-14.601622560462983,6.033416460716552,21.19350814953373,-6.194195628752982,5.74940809208749,22.152938378389763,-2.477816908895986,5.114797819582245,17.41145867481065,-0.3695968381542829,2.3682616243855548,15.888161693617718,1.0642548053789638,2.3682616243855548,15.888161693617718,1.0642548053789638,1.8588683555929988,15.587898233130625,1.3068280969944068,2.3682616243855548,15.888161693617718,1.0642548053789638,2.114313138275404,15.649882211868182,1.4927049767869527,1.8849129988652855,15.425110893370293,1.8009161824874258,6.033416460716552,21.19350814953373,-6.194195628752982,5.8332386221405965,22.952533012033932,-6.2847016956723225,6.11165048687539,24.69304066374788,-6.382485616641425,6.323125021065407,26.504933905777754,-6.471054485752291,5.655,16.8923,-6.1136,4.731298777783705,15.236128585881522,-7.614879543666978,3.709193772254477,8.44477770144514,-8.468298752635972,6.500105269011574,1.1581641982108923,-9.630103907450401,4.1293201485381585,0.9948491197669496,-10.170803733134393,2.937059303237751,1.1472345350543938,-10.386329227847272,5.655,16.8923,-6.1136,4.594375695343455,15.235302138106858,-4.63135992044022,4.559058124424636,8.69745146688821,-4.271507878997797,6.297584881164942,1.0502766934525178,-3.9894976723973947,3.9893573870840524,0.5603138898596283,-2.903749285585584,2.7994365119629236,0.6678848911848065,-2.3934440370089445
0.0499998,5.6507,16.8913,-6.1126,5.6507,16.8913,-6.1126,6.05955386700818,19.021724473146122,-6.118455301233087,6.028978925162185,21.19246684984454,-6.192337586909802,6.028978925162185,21.19246684984454,-6.192337586909802,6.33384480446643,21.992840037586987,-9.827182821480188,6.429196922285971,17.253653663898888,-12.060235559119041,3.9834254295155804,15.369294478594384,-13.666696153814797,3.9834254295155804,15.369294478594384,-13.666696153814797,3.429740421619405,14.998442357977783,-13.92911673964065,3.9834254295155804,15.369294478594384,-13.666696153814797,3.6480429505427523,15.180618707570414,-14.151177433459894,3.3661963165636055,14.977184067008164,-14.508945814306962,6.028978925162185,21.19246684984454,-6.192337586909802,5.7417882182076045,22.14845901591455,-2.4753174923782026,5.118727100541722,17.381396144665054,-0.42206196290617637,2.3704888443110015,15.832861760797883,0.9811675440067358,2.3704888443110015,15.832861760797883,0.9811675440067358,1.8532018407730662,15.531062301439759,1.2043551155735421,2.3704888443110015,15.832861760797883,0.9811675440067358,2.1027125832850495,15.590669144180227,1.3988697164775699,1.8633084238308986,15.363171394506434,1.697317600084427,6.028978925162185,21.19246684984454,-6.192337586909802,5.827919891317859,22.9514907848565,-6.280887251305656,6.110615284291875,24.691299146595608,-6.378825632515183,6.328349317073511,26.50239832798552,-6.4684620639336154,5.6507,16.8913,-6.1126,4.724996508485768,15.240868803505126,-7.618959147260326,3.7068907750081594,8.446319016050875,-8.451439612716069,6.497353455263406,1.1614438758437924,-9.625163075758168,4.121852703731484,0.9942020279796602,-10.143503260959225,2.9277535223399713,1.1483095587425507,-10.347308292453258,5.6507,16.8913,-6.1126,4.5899528983565165,15.229909000616866,-4.635373877524616,4.545002149702351,8.69218055098046,-4.2743775192186595,6.302117946143801,1.04931330476641,-3.9908084965021904,3.9923599963078185,0.5632278309914708,-2.906573098558334,2.8019272216907845,0.6685211365193008,-2.3969872029248176
0.0583331,5.6461,16.8945,-6.1119,5.6461,16.8945,-6.1119,6.055261024794293,19.024868224938785,-6.116663072586493,6.024134464653641,21.195645848589145,-6.189268383085834,6.024134464653641,21.195645848589145,-6.189268383085834,6.330175669191397,21.99901507407231,-9.82335382401477,6.420172554499656,17.240393575123452,-12.014911724316864,3.969301443046034,15.332446026472025,-13.585354439934694,3.969301443046034,15.332446026472025,-13.585354439934694,3.415926514366718,14.953883545957009,-13.837206745573296,3.969301443046034,15.332446026472025,-13.585354439934694,3.631056857588878,15.134073359187413,-14.063936668379613,3.3475373427470845,14.923257756194458,-14.416065705294479,6.024134464653641,21.195645848589145,-6.189268383085834,5.734891498606622,22.14858525980737,-2.4716235786378102,5.126529037959038,17.356777425518974,-0.47226752234689373,2.3762165430786277,15.778564281965028,0.8933274959942947,2.3762165430786277,15.778564281965028,0.8933274959942947,1.8543641362903969,15.474414254208627,1.1022396209299032,2.3762165430786277,15.778564281965028,0.8933274959942947,2.0992975979948287,15.532737776885956,1.3028659211198068,1.8534438426917197,15.30259208964665,1.593949432415976,6.024134464653641,21.195645848589145,-6.189268383085834,5.8234502436800115,22.954776339966006,-6.276542318830776,6.110302036911097,24.693931090208984,-6.374002827383686,6.333384454720917,26.504380357150062,-6.463617169966964,5.6461,16.8945,-6.1119,4.717978621511368,15.245982515852898,-7.618866748257463,3.7059356757154656,8.448715285894256,-8.43642231486754,6.4950302643286175,1.1652819894985926,-9.622282904786877,4.114465140761869,0.9941162510714612,-10.115499070627294,2.9180701347827633,1.1457115614733322,-10.307374885758895,5.6461,16.8945,-6.1119,4.586316706729348,15.232077532998137,-4.635142607632572,4.539383332264698,8.694430076682155,-4.272933804610714,6.329851561850682,1.0595710410702779,-3.982351490663519,4.001079969683334,0.609088250072297,-2.923713025780902,2.8048824586785237,0.6730460686544855,-2.4208059089013494
0.0666664,5.6414,16.895,-6.1121,5.6414,16.895,-6.1121,6.050772255930336,19.025330173645568,-6.115551409820591,6.020118361487707,21.19618260115343,-6.186091908392037,6.020118361487707,21.19618260115343,-6.186091908392037,6.328642762011075,22.002085605212773,-9.819406285875743,6.414573932840117,17.22426167259799,-11.968945385965192,3.9610122147720412,15.2895060391693,-13.501942095337649,3.9610122147720412,15.2895060391693,-13.501942095337649,3.4063898362481915,14.905206636420159,-13.742089827967378,3.9610122147720412,15.2895060391693,-13.501942095337649,3.617861609503606,15.083455910538468,-13.973739796365455,3.33104317853035,14.866838477265162,-14.319620509409887,6.020118361487707,21.19618260115343,-6.186091908392037,5.728423910122283,22.146528331059923,-2.46797474407471,5.135036104724499,17.330853292011028,-0.522180131381315,2.383162787971672,15.71886562476505,0.8001338666126068,2.383162787971672,15.71886562476505,0.8001338666126068,1.8607560906021696,15.409557872534288,0.9998872314239231,2.383162787971672,15.71886562476505,0.8001338666126068,2.102547289931939,15.46821374829811,1.2041945965573944,1.8544709270427644,15.234292686591612,1.490341013564113,6.020118361487707,21.19618260115343,-6.186091908392037,5.8187447159179,22.955345755951072,-6.271089742319371,6.10940737288361,24.69385722589869,-6.368736227182921,6.338046342493133,26.503547260217566,-6.459671616129367,5.6414,16.895,-6.1121,4.711150203820634,15.246071480933349,-7.6173036489515,3.7053944598062776,8.446636773449683,-8.424529061180724,6.492115136569273,1.1640927992123435,-9.621381466033137,4.108206448735508,0.9828502282061036,-10.094436116497269,2.9096441668266646,1.1288244985356666,-10.276914733565725,5.6414,16.895,-6.1121,4.585325497037967,15.232007916911058,-4.633328395195188,4.523879015208399,8.694492287425867,-4.270911582936702,6.336111542750584,1.064673294939296,-3.982879529148816,4.004919920558279,0.618388184371361,-2.92779541235728,2.8079658152474587,0.6769682856482301,-2.4260346151501175
0.0749997,5.6325,16.8926,-6.1189,5.6325,16.8926,-6.1189,6.0440982392702445,19.022503967376743,-6.118470951690281,6.014819584242123,21.19345717165688,-6.18644764170633,6.014819584242123,21.19345717165688,-6.18644764170633,6.324104088147829,22.002255490299994,-9.819053964817034,6.410340882130425,17.20377600276251,-11.92206653326392,3.958743943119231,15.237023387331718,-13.417018029041317,3.958743943119231,15.237023387331718,-13.417018029041317,3.402978176744786,14.846116971029641,-13.643467877396517,3.958743943119231,15.237023387331718,-13.417018029041317,3.6091721398042633,15.023309844835001,-13.880621458904198,3.318135770268377,14.800826583536548,-14.219177838919956,6.014819584242123,21.19345717165688,-6.18644764170633,5.721660982889727,22.140848644438407,-2.467691755841549,5.140754645305641,17.302791419053122,-0.5743608405095626,2.390476739229133,15.652084473473488,0.7027309021865431,2.390476739229133,15.652084473473488,0.7027309021865431,1.870310999487798,15.334966502708106,0.8959800823063959,2.390476739229133,15.652084473473488,0.7027309021865431,2.1091842254073105,15.396115797359684,1.1029696470830688,1.861402355444065,15.157766189772715,1.3856962400676258,6.014819584242123,21.19345717165688,-6.18644764170633,5.814880446455899,22.952924569077613,-6.2684830041716735,6.109256748035163,24.690845177733394,-6.3655206173844245,6.34213307453877,26.49996198815942,-6.457106787127173,5.6325,16.8926,-6.1189,4.701023136193305,15.247351181743896,-7.627367814479226,3.700575587736538,8.44505978183651,-8.41692860228019,6.485332737201367,1.1632037777753297,-9.622505352480134,4.099114025118,0.969446661146031,-10.078650769708782,2.8985305139043023,1.1079154157821187,-10.253533912096259,5.6325,16.8926,-6.1189,4.577806250068889,15.225893938634776,-4.643327744139694,4.503405923696233,8.688763798802306,-4.276413110976123,6.330334674637015,1.0626280860631416,-3.9837144846208217,3.9988084659292658,0.6178866103821008,-2.9287178823903144,2.801689948495526,0.6785165818167305,-2.4275932293536866
